id,ad_content
8558a9ae-7371-57ec-b163-5c4833288c97/a0,"Kundmachung 5. wegen in u der Handels-, GewerbsKapitalistenund Beamtenabgabe für das Jahr 1833. In der Großraths-Sitzung vom 4. December 1832. wurde die Handels-; GewerbsKapitalistenu. Beamtenabgabe für das Jahr 1833. bestätigt. Zum Bezug derselben ist demnach aus der Mitte Löbl. Finanz-Collegii eine besondere Commission für den Stadtbezirk aufgestellt und ins Gelübd der Verschwiegenheit genommen worden; in dem LandBezirk wird der Herr Statthalter das Nöthige zum Einzug veranstalten. In der Stadt wird derselbe an folgenden Tagen im Erdgeschoß des Rathhauses, Vormittags von 8-12 und Nachmittags von 2-5 Uhr Statt finden, nämlich: Für das St. Johann-Quartier, Montags den 7. April. Für das Spahlenund Steinen-Quartier, Dienstags den 8. April. Für das Stadt-Quartier, Mittwochs den 9. April. Für das St. Alban-Quartier, Donnerstags den 10. April. Für das Aeschen-Quartier, Freitags den 11. April. Für das Riehenund Bläsy-Quartier, Samstags den 12. April. Alle diejenigen, welche nach Inhalt des hier unten aufgeführten Gesetzes, abgabepflichtig sind, haben der Commission ihre Betreffnisse entweder persönlich unter Ablegung eines Gelübdes an Eidesstatt über die gewissenhafte Entrichtung einzuliefern, oder aber dieselben mit schriftlichen und versiegelten eidlichen Erklärungen abgeben zu lassen, welche Erklärungen jedoch genau nach folgendem Formular abgefaßt seyn müssen, widrigenfalls sie nicht angenommen werden könnten: Eidliche Erklärung. Beifolgende Franken; sind meine gesetzliche Abgabe für das Jahr 1833, was ich anmit eidlich erkläre. (Datum. Unterschrift. In beiden Fällen sind die Contribuenten eingeladen, die Hausnummer ihrer Wohnungen genan zu bezeichnen, und dem Gelde ein deutliches Bordereau beizufügen. Die Zahlungen geschehen in gesetzlichen groben und vollgewichtigen Geldsorten, und zwar die fremden in folgender Währung: Das franz. 40 Frankenstück zu 280 Btz. Das franz. 20 Frankenstück zu 140 Btz. Der Brabanterthaler zu ... 40 Btz. Das franz. 5Frankenstück zu 35 Btz. Es konnte der Behörde nicht entgehen, wie seit mehrern Jahren eine nicht unbedeutende Zahl hiesiger Bürger und Einwohner theils versuchte, dieser AbgabenPflicht sich gänzlich zu entziehen, theils aber dieselbe nicht so gewissenhaft erfüllte, wie das Gesetz es vorschreibt. Das Finanz-Collegium, von E. E. Rathe frischerdings beauftragt, auf gehörige Entrichtung der Abgaben zu wachen, sieht sich daher veranlaßt, sämmtliche Bürger und Einwohner auf ihre dießfällige Pflicht besonders aufmerksam zu machen, und dieselben an die Wichtigkeit des abzulegenden eidlichen Gelübdes, und an die Folgen zu erinnern, welche eine Verletzung desselben haben müßte. Da auch oft der Irrthum obwaltet, als ob gewisse Berufsarten dieser Abgabe nicht unterworfen wären, so wird anmit angezeigt, daß namentlich auch jede Art von Commis, Posamenter und Ferger, seyen dieselben fremd oder einheimisch, ledig oder verheirathet, die gesetzliche Abgabe mit einem von hundert Franken ihrer Besoldung, ihres Verdiensts oder Lohns, zu zahlen schuldig sind, wornach sich daher Jedermann zu richten hat. Zu weiterer Belehrung jedes Steuerpflichtigen wird das Gesetz vom 5. Horn. 1823. wieder in Erinnerung gebracht, welches lautet wie folgt: 1) Alle Waarenhändler und Fabrikanten in hiesigem Kantonstheil, sowohl im Großen als Detail, worunter auch Papierfabrikanten und Apotheker verstanden sind, zahlen von allen ihren Verkäufen vom Jahr 1833, welche entweder von hier aus direkt ins Ausland, oder auch von einem Schweizerkanton in den andern, oder von einem derselben ins Ausland, oder vom Ausland in die Schweiz gemacht worden, nach dem Verkaufspreis von hundert Franken 1/4 pr. Ct. oder zwey und einen halben Batzen. Von jenen Verkäufen aber, die außer der Schweiz und nicht in die Schweiz gemacht worden, werden nur 1/3 pr. Ct. oder ein und ein Viertels-Batzen von hundert Franken bezahlt. Ebenso soll zu Begünstigung des PlatzHandels von allen Waaren, welche hiesige Kaufleute einander auf dem hiesigen Platze im Großen verkaufen, auch nur 1/4 pr. Ct. oder ein und ein Viertels-Batzen von hundert Franken bezahlt werden. 2) Speditoren, Commissionärs und Banquiers zahlen vom Ertrag ihrer Spedition, Commission und Wechsel-Operationen, ohne Abzug für allfallsigen Verlust an Debitoren, weil auch die WaarenHändler dafür nichts abziehen sollen, von hundert Franken drei Franken. Zur Erläuterung wird angemerkt, daß jene Kaufleute, wenn sie nebst dem Waarenhandel auch Speditionsund WechselGeschäfte machen, so wie hinwieder letztere, wenn sie auch Waarengeschäfte machen, vom einten wie vom andern obbestimmte Abgaben zu entrichten haben. 3) Die handelnden Handwerker zahlen von den Waaren ihres Berufs 1/3 pr. Ct. oder einen und einen Viertels-Batzen von hundert Franken. Sollten sie aber auch mit andern Waaren, die nicht von ihnen selbst verarbeitet oder verfertigt werden, im Großen oder im Detail handeln, so haben dieselben wie andere 1/4pr. Ct. oder zwey und einen halben Batzen von hundert Franken zu zahlen. 4) Kapitalisten, das will sagen, alle die, so Geld an Zins haben, und Beamte, so wie jeder andere, von was Kunst, Profession oder Handwerk er seyn mag, zahlen von ihren Einkünften, Verdiensten oder Besoldungen, bis auf die Summe von dreitausend Franken, von jedem hundert Franken einen Franken, ohne Abzug für Haushaltungsoder andere der Art Ausgaben. Gleiche Abgabe ist von Miethund Lehenzinsen, von Liegenschaften im Inund Ausland zu entrichten. Alle diejenigen aber, so über dreitausend Franken Einkünfte, Verdienste oder Besoldungen haben, zahlen von jedem hundert Franken einen Franken fünf Batzen. Wenn auch Kaufleute oder Gewerbtreibende, neben dem Handel, Kapitalzinse oder andere Einkünfte und Aktien und Commanditen, oder irgend ein Einkommen anderer Art haben, so haben dieselben auch davon die bestimmte Abgabe zu zahlen. 5) Keine Klasse ist von dieser Abgabe befreit, außer Wittwen und Waisen, deren Einkünfte unter fünfhundert Franken betragen. Gegeben, um nicht allein durch das Wochenblatt und Kantonsblatt publizirt, sondern auch noch besonders gedruckt und in jedes Haus vertheilt zu werden. Basel, den 4. Merz 1834. Das Finanz-Collegium, in dessen Ramen, der Präsident: W. Vischer, d. Raths."
8558a9ae-7371-57ec-b163-5c4833288c97/a1,"6. Man wünschte auf die Mitte künftigen Aprils einen Knaben nach Reustadt am Bieler See abreisen zu lassen. Sollte sich dafür eine Gelegenheit darbieten, so bittet man in No. 261. Neue Vorstadt um Anmeldung."
a25bdf10-d27a-5ebb-9ee3-2e422091eecb/a0,"1. Eine noch sehr gute Guitarre samt gedruckter Schule, und ein Sekretär mit 28 Schubladen, enthaltend eine kleine Sammlung von Conchilien, Versteinerung und Mineralien ꝛc.; sämtliches um einen billigen Preis: in No. 810. 2ter Stock, in der vordern Steinen-Vorstadt."
a25bdf10-d27a-5ebb-9ee3-2e422091eecb/a1,2. Ein Männersitz zu St. Peter; beym Siegrist daselbst zu erfragen.
a25bdf10-d27a-5ebb-9ee3-2e422091eecb/a2,"1. Ein Losament in der Steinen-Vorstadt, bestehend in Stube, Nebenzimmer. Sommerhaus, Küche, Laube, 8. v. Abtritt, eine Stege hoch: 2 Stegen hoch WeicheKammer und Platz zu Holz; Brunnen im Haus und Platz im Keller, sogleich oder auf Pfingstfronfasten zu beziehen."
a25bdf10-d27a-5ebb-9ee3-2e422091eecb/a3,"1. Donnerstags d. 20. Merz ist den Rheinsprung hinunter, über die Eisengasse in die Metzg, auf den Markt und zurück bis ans Martinsgäßchen, ein großer franzöischer Schlüssel verloren worden; man ersucht den Finder, denselben gegen ein angemessenes Trinkgeld im Berichthaus abzugeben."
a25bdf10-d27a-5ebb-9ee3-2e422091eecb/a4,"4. Bücher-Anzeige. In der Schweighauser'schen Buchhandlung ist zu haben: Die Pferde-Abrichtungs-Runst, von Fr. X. J. Schreiner; br. mit 2 lithogr. Tafeln 2 Fr. 25 Rpp. Neues Handbuch der Gerberei und Lederbereitung. Mit vielen Abbild. 4 Fr. Bericht der zur Untersuchung des Geschäftsganges d. Obergerichts in Criminalsachen niedergesetzt. SpecialCommission an den Tit. Großen Rath der Republik Bern. br. 5 Btz. Die Zimmermannskunst. Mit vielen Abbildungen. 4 Fr. 5 Btz. Auch findet man einen bedentenden Vorrath vorzüglicher Communionund Gebetbücher."
a25bdf10-d27a-5ebb-9ee3-2e422091eecb/a5,"Getraute Ehen. Den 18. Merz in Kl. Hüningen: Jakob Hottinger, von Hinwil, im Kanton Zürich, mit ungfrau Anna Schmidt, von Mutten;; beyde wohnhaft in Basel, St. Peters Gemeine. Ferner: Herr Josua Tester, von Chur, im Kanton Graubündten, mit Jungfrau Elisa Geßler, von Basel; beyde wohnb. in Basel, St. Theod. Gemeine. Ferner: Fakob Friedrich Gardin, von Enkenstein, im Großherzogth. Baden, mit Susanna Elisabetha Märklin, von Rothenflue; beyde wohnhaft in Basel, St. Peters Gemeine. Den 20. Merz ebendaselbst: Herr Eduard von Speyr, mit Jungfrau Valeria Ryhiner; beyde von Basel."
a25bdf10-d27a-5ebb-9ee3-2e422091eecb/a6,"To de s-An e ig e. Beerdigt wurden: Den 23. Febr. in Herrnhut: Herr Peter Werthemann von hier. Den 4. Merz bey St. Theodorn: Rudolf Weber, Fabrikarbeiter, von Oetwil, Kant. Zürich. Alt 56 Jahre und 4 Monate. Den 12. Merz bey St. Theodorn: Joh. Jakob Breitenstein, Seidenfärber, von Lausen. Alt 43 Jahre. Den 14. dito ebendaselbst: Frau Magdalena Gamper, Herrn Martin Tschopp, von Zyfen, gewesene Ehefrau. Alt 76 Jahre, 10 Monate und 9Tage. Dito bey St. Leonhard: Meister Mathias Bitterlin, Posamenter, von Riggenbach, Kant. Basel-Landschaft. Alt 39 Jahre, 10 Monate und 24Tage. Den 19. dito bey St. Theodorn: Frau Maria Bulacher geb. Oser, Herrn Hieron. Bulacher, des Siegristen, gewesene Ehegattin. Alt 41 Jahre, 11 Monate und 19 Tage. Den 20. dito bey St. Leonhard: Frau Elisabetha Vest geb. Mengis, Herrn J. J. Vest, des Rothgerbers, gewesene Chefrau. Alt 51 Jahre, 1 Monat und 10 Tage. Den 22. dito bey St. Theodorn: Herr Hs. Bernhard Matzinger, der StadtBote. Alt 77 Jahre, 9 Monate und 25 Tage. Den 23. dito ebendaselbst: Herr Johannes de Ludwig Raillard. Alt 38 Jahre, 1 Monat und 4 Tage. Den 24. dito bey St. Leonhard: Meister Franz Michael Fritsch, Tabakspinner, von Bennfelden im Elsaß. (Katholik.) Alt 45 Jahre, 3 Monate u. 9 Tage. Den 25. dito ebendaselbst: Meister Haus Christof Martin, Arbeiter am Rauchwerk, von Matt, K. Glarus. Alt 59 Jahre und 17 Tage."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a0,"7. Fleisch-Tar. Im Lauf der Monate April, May und Juny hindurch, soll in den hiesigen Scholen das 8 Rindfleisch zu 22 Rp. 8. Kalbfleisch228 Schaffleisch20ausgewogen und verkauft werden. Den 22. Merz 1834. Kanzley der Stadt Basel."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a1,"8. Bekanntmachung wegen den Bauten in den zur Verwaltung des Kirchenund SchulGutes zugehörenden Gebäuden. Zufolge Beschlusses E. E. Kleinen Rathes vom 19. Merz 1834. sollen die sich ergebenden Bauten in und an den zur Verwaltung des Kirchenu. Schulgutes gehörenden Gebauden, in Zukunft durch Löbl. Bau-Colleglum des Kantons angeordnet und ausgeführt werden. Indem dieses anmit öffentlich bekannt gemacht wird ergehet zugleich an die resp. Beamten, welche Bewohner einschlagender Gebäude sind, wie in Betreff der Kirchen an die Siegristen die Einladung, sich fürhin mit ihren Baubegehren an das sogenannte Löbl. Bau-Collegium zu wenden; die Beständer von verlehnten Lokalien hingegen haben sich deshalb wie bisher bey dem Löbl. Kirchenu. Schul-Collegio anzumelden. Basel, den 25. Merz 1834. Aus Auftrag Löbl. Kirchenu. Schul-Collegu: Verwaltung des Kirchenund Schulguts."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a10,"17. Dürtemb. Kredit-Perein. Wir ersuchen hiemit die resp. Inhaber der auf 1. April zur Heimzahlung ausgeloosten Obligationen des Würtembergischen Kredit-Vereins, selbige am gedachten Tage bey uns einziehen zu lassen. Ehinger & Comp."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a11,"18. Zur Allgemeinen Zeitung werden 1 à 2 Mithalter gesucht, welche dieselbe am Tage der Ankunft empfangen und einige Tage behalten könnten, man beliebe die Adresse im Berichthaus abzugeben."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a12,"19. Jemand an der Streitgasse wünscht die Basler-Zeitung zu lesen, gegen Vergutung; man sollte sie aber über Nacht behalten dürfen."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a13,"20. Der Empfänger jener Liebesgabe, die schon im vorigen Jahr, und in letztverflossenen Tagen, unter der Zuschrift:  Aus Freundes Hand; ihm zukam, fühlt das Bedürfniß, dem freundlichen Geber, den er sehnlich zu kennen wünschte, hieburch seinen gerührten Dank auszusprechen, und ihm dafür den reichen Segen des HErrn anzuwünschen."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a14,"21. Wittwe Merian macht hiemit bekannt, daß die Schleiffe bey der Säge in kl. Basel nunmehr durch einen andern vieljährig geübten Schleiffer besorgt wird; man empfiehlt sich ferner den Herren FeuerArbeitern, wie auch einem hiesigen und auswärtigen Publikum, und wird Jedermann zur Zufriedenheit bedienen. Auch ist wieder gebrannter Gyps, Faß-Sesterund Becherweise zu haben, wie auch tannene hne"
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a15,"22. Es sucht jemand, welcher die französische Sprache erlernen will, einen Mithalter, derselbe müßte sich aber noch im Laufe dieses Monats melden in No. 597 am Spa"
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a16,"23. Zu korrekten Abschriften in deutsch und französisch empfiehlt sich Jemand, zu einem halben Gulden per Tag; müßte doch nicht gebunden seyn."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a2,"9. Die allgemeine Versammlung der Gesellschaft für die Bibel-Verbreitung wird erst am zweiten Mittwoch nach Ostern, dem 9. April, im Hause No. 91 Abends um 6 Uthr Statt finden."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a3,"10. E. E. Publikum dient zur Nachricht, daß an künftigem Montag und Dienstag das Bureau des Berichthauses erst um 9 Uhr geöffnet wird, wornach sich zu richten Jedermann höflich ersucht wird."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a4," n e ig e. 11. Dem bey sämtlichen E. Handwerkern in Umlauf gesetzten Kreisschreiben zufolge, ersuchen wir die Hrrn. Botmeister, die noch wenigen im Rückstand sich befindenden zu fördern und auf E. E. Zunft der Schuhmacher abzugeben; zugleich zeigen wir an, daß die von jedem E. Handwerk bezeichneten Ausschüsse eingeladen sind, sich Montags den 7. April, Nachmittags um 2 Uhr, auf E. E. Zunft der Schuhmacher zu versammeln. Die Mehrzahl sämtl. Handwerker der Stadt Basel."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a5,"12. Au ffo der ung. Da bey der letzthin stattgefundenen Inventur der Jugendund BürgerVibliothek sich ergeben, daß verschiedene Werke wahrscheinlich entweder entfernt oder zurückbehalten worden, so werden die betreffenden Inhaber derselben hiemit aufgefordert, dieselben mit Beförderung, entweder im Berichthaus oder im Lokal der Bibliothek, wieder abzugeben. Die Commission."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a6,"18. Der hiesige Gesangverein wird nächsten Charfreytag, Abends um halb 5 Uhr, in der französischen Kirche das Oratorium: Die sieben Worte des Erlösers aufführen, wozu alle Freunde des Gesangs höflich eingeladen werden. Tertbuchlein werden gratis am Eingange Zugleich ergeht an alle ehemaligen und jetzigen Mitglieder des Vereins welche noch alte, der Gesellschaft gehörende Stimmblätter zu Hause haben, die Bitte, dieselben recht hald an Herrn Kachel abzuliefern. Die Commission des Gesangvereins."
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a7,"14. Frau Cadet macht E. E. Publikum bekannt, daß der Artikel 17. in Allerhand Nachrichten des letztern Wochenblatts nicht von ihr eingegeben wurde, folglich ganz falsch ist, und daß sie mit dem Färben fortfa"
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a8,16. Eine honnete Frauensperson wünscht zu einem bequemen Logis eine Theilnehmerin zu finden.
e363efe1-9754-5fe1-9d45-13d48efa8b6b/a9,"16. Es wird hiemit angezeigt, daß die Geschichte der Gesellschaft des Guten und Gemeinnützigen des Jahres 1833. von Jedermann unentgeldlich an folgenden 4 Orten abgeholt werden kann: Im Berichthaus. Bey Herrn Is. Iselin-Burckhardt, im deutschen Haus. Bey Herrn Fürsten bergerDebary, auf dem Adelberg. Bey Herrn Leonhard Heußler-Thurneysen, in klein Basel."
028bc4ad-4770-58f6-a59b-0e525e222704/a1,"Das Tapeten-Lager 4. im mittlern Laden, ist dieses Jahr wieder mit den neusten Pariser Dessins auf das Vorzüglichste as sortirt, allwo zu den billigen Preisen ordinäre à 6, 7, 8 und 10 Btz., feine von 12 bis 20 Bt haben sind."
028bc4ad-4770-58f6-a59b-0e525e222704/a10,"10. Sennhof zu verkaufen. Es wird zum Verkauf angetragen unter biligen Bedingnissen: der Sennhof  genannt Reinerts Berg, in der Gemeinde Vermes Bezirk Delsberg, enthaltend 139 Jucharten, wovon 43 1/2 Jucharten Matten, 54 1/2 Waiden, 41 Wald, mit zwey Gebäuden. Der Pächter bezahlt jährlich 800 Schw. Franken. Die Grundsteuer ist zu Lasten des Eigenthümers. Der Pacht-Bestand geht mit 1835 zu Ende. Nähere Auskunft hierüber ertheilt bis zum 16. May Herr Alt-Huissier Koller in Delsberg, Bevollmächtigter des Verkäufers."
028bc4ad-4770-58f6-a59b-0e525e222704/a11,"11. Ein Strumpfweber-Stuhl um billigen Preis, in No. 101 am Lindenberg in kl. Basel."
028bc4ad-4770-58f6-a59b-0e525e222704/a12,"12. Ein vollständiger Reißzeug, um billigen Preis; im Beriaus."
028bc4ad-4770-58f6-a59b-0e525e222704/a13,13. Eine Staats-Obligation von Fr. 1000. zu 3 % verzinslich.
028bc4ad-4770-58f6-a59b-0e525e222704/a14,"14. Von heute an ist bey dem Unterzeichneten frisch gekochter Schinken, Servelats, Schwartenmagen, Bratwürste, Rauchwürste, gesalzene Ochsenund Schweinszungen, so wie auch gedörrte Zungen, ferner guter Spick-Speck und frisch ausgelassenes Schmalz zu haben; womit sich bestens empfiehlt Samuel Mollinet, No. 212. Schwarzenpfahl."
028bc4ad-4770-58f6-a59b-0e525e222704/a15,"16. Eine so viel als neue starke einspännige Chaise, 1 Paar weiß plaquirte Pferdgeschirr, englische Sättel samt Zugehörde, englische und hölzerne Koffer, lederne Hutladen, Reiskissen, Felleisen, Schulu. Nachtsäcke, schöne Habersäcke, Gibernes, Hohlklingen u. flache Säbel mit und ohne Kuppel, Bayonetscheiden, Bewehrriemen, u. andere Artikel mehr: auch empfehle mich mit meinen frisch as sortirten gesottenen Roßhaaren. Marfort, Sattler."
028bc4ad-4770-58f6-a59b-0e525e222704/a16,"16. Die Behausung zu St. Peter, mit No. 236 bezeichnet, steht zu verkaufen oder gegen eine andere zu vertauschen."
028bc4ad-4770-58f6-a59b-0e525e222704/a17,17. In No. 78 an der Rheingasse ist ein in gutem Stand befindliches aufgerüstetes Bett um billigen Preis zu haben.
028bc4ad-4770-58f6-a59b-0e525e222704/a18,"18. Unterzeichneter giebt sich die Ehre, E. E. Publikum zu benachrichtigen, daß seine Niederlage der ächten Potsdamer Dampf-Chocolade durch alle Sorten neuerdings reassortirt worden, Cworunter namentlich die beliebte Osmazom-Chocolade, nach ärztlicher Vorschrift bereitet, à 12 Btz. per 32 Loth) und vermehrt durch fein präparirten Cacao-Thé, à 5 Btz. per Ein Päckl. von 1/2 l6. welcher aus Theilen von Cacao-Bohnen und andern hiezu passenden Ingredienzien auf eine eigenthümliche und zweckmäßige Art bereitet wird; derselbe ist nicht allein wegen seines feinen Geschmacks und billigen Preises als tägliches Getränk sehr empfehlungswerth, sondern hauptsächlich, weil er wegen beträchtlichen Gehalts an Nahrungsstoff (der PflanzenSchleim, welcher sich durchs Kochen auflöst) noch nährt und stärkts ohne nachtheiligen Reiz oder Wallungen des Bluts zu bewirken. Auch denjenigen Personen welche homeopatische Kuren gebrauchen, wird dieser Thee von den Aerzten besonders empfohlen. Zu geneigtem Zuspruch empfiehlt sich höflichst Joh. Linder älter, in No. 149 beym vanen."
028bc4ad-4770-58f6-a59b-0e525e222704/a2,"2. Ein Bidet in einem eichenen mit Blech ausgeschlagenen Kistlein mit Füßen samt zinnerner Spritze, alles noch neu, à 7 Fr."
028bc4ad-4770-58f6-a59b-0e525e222704/a3,3.
028bc4ad-4770-58f6-a59b-0e525e222704/a4,"4. n; ig einer Niederlage von Phantasieund Borduren-Hüten. Die Modenhandlung von M. Lefebvre, auf der Eisengasse, zeigt anmit an, mit einer sehr bedentenden Strohhutfabrike in enger Verbindung dadurch in Stand gesetzt, sowohl bilige Preise als auch eine schöne und große Auswahl von aller Sorten Strohhüten nach neuster Façon und Qualität anzubieten, besonders in Borduren-Hüten, so wie auch in den andern Sorten. Auch wieder frischerdings neue Modenartikel erhalten, eine neue Art Stoff zu Hüten, sehr schöne Lyoner Gane-Band, Blumen, Brautkränze, seidene, lederner und aour Handschuhe, Mitames; Lingeries & Nouveautés en tous Genres &c."
028bc4ad-4770-58f6-a59b-0e525e222704/a5,"6. Bey Unterzeichnetem sind wieder zu haben: selbstgemachte sehr schöne u. gute Herren, und Frauenzimmer-Pantoffeln von verschiedenen Farben, wie auch für Knaben u. Töchtern, zu bekanntem Preis. Höflichst empfiehlt sich Johannes Schöttly, Schuhmacher-Meister, in No. 22 im Schaafgäßlein"
028bc4ad-4770-58f6-a59b-0e525e222704/a6,"6. Joh. Rud. Flick in No. 102 bey'm. Urbanus-Brunnen hat die Ehre einem geehrten Publikum die ergebenste Anzeige zu machen, daß er frisch erhalten hat: Extra gute Maccaroni à Btz. 3 pr. lb Dito, weiße u. gelbe Vermicelli od. reine Nudlen à Btz 3 pr. lb. Auch ertra gutes Rußwasser à Btz. 12 pr. Maas. Er empfiehlt sich sowohl mit diesen, als seinen übrigen in das Spezereyfach einschlagenden Artikeln höflichst, unter Versicherung billigster u. reellster Bedien"
028bc4ad-4770-58f6-a59b-0e525e222704/a7,"7. In No. 904 bey St. Elisabethen, nahe bey der Spitalscheune, kann man gute Geißmilch haben."
028bc4ad-4770-58f6-a59b-0e525e222704/a8,"8. Neueste Schriften. Das Welttheater. Bearb. v. C. Strahlheim. Mit 240 histor Stahlstichen u. 300 Bildnissen der berühmtesten Menschen aller Zeiten. Zweites Heft, gr. 8. Frankf. 1834, br. 54 kr. Die Wundermappe, oder sämtl. Kunstu. Natur-Wunder d. ganzen Erdballs. Treu nach der Natur abgebildet u. topogr. u. histor. beschrieben v. C. Strablheim. 27, 28 u. 29stes Heft. Enthalten Ansichten v. der Schweiz, Rom, Mailand, Turin u. Florenz. gr. 8. Fkft. 1834. br. à 36kr. Hofr. Okens allgem. Naturgeschichte für alle Stände. 6. 7 u. 8tes Heft, br. 18 kr. Erheiterungen, gr. 4°. 5 u. 6tes Heft. Das christliche Seelsorger-Amt. EintrittsPredigt, gehalten in Bubendorf v. Joh. Heinr. Weber, Pfarrer. 6 kr. Für den Rauracher dieses 2ten Quartals kann man mit 15 Btz. abonn. in der Holdenecker'schen Leihbibliothek."
028bc4ad-4770-58f6-a59b-0e525e222704/a9,"9. Mehrere Sorten Kinder-Schäslein mit Körben u. Kästlein, wie auch 3 neue einpännige Schäsen, sind um bescheidenen Preis zu haben bey J. J. Sutter, Sattler, No. 371 kl. Basel."
0ba1c350-3d0e-5e6e-ac52-c3c702bdf916/a1,"Amtliche Versteigerung. 3. Donnerstags den 10. Aprill 1834. Morgens um 10 Uhr, wird in dem GerichtsSaal des Bezirks Basel unter gewöhnlichen vor der Gant zu eröffnenden Bedingnissen gerichtlich versteigert werden: Die in die Fallimentsmasse von Joh. Heinr. von Speyr-Passavant, dem Handelsmann, gehörige Behausung No. 1619 zum halben Mond genannt, an der untern Freyenstraße. Wegen Besichtigung dieser Liegenschaft beliebe man sich in unterzeichneter Schreiberey anzumelden. Basel."
0ba1c350-3d0e-5e6e-ac52-c3c702bdf916/a10,"1. Der Unterzeichnete hat die Ehre E. E. Püblikum anzuzeigen, daß sein WaarenLager mit folgenden Artikeln frisch as sortirt ist: seidene glatte u. durchbrochne Herrenund Frauenzimmer-Strümpfe, seidene Handschuhe, Mitames, unis, à jour, chinés et tigrés, so wie auch mit einer schönen Auswahl Schals Cachemir Terneaux, Thibet, longs et quarrés Schals d'été 3/2, 1/4 u. 3/2, nach neuestem Geschmack. Beste Bedienung zusichernd  empfiehlt er sich zu geneigtem Zuspruch. Brenner-Guémard."
0ba1c350-3d0e-5e6e-ac52-c3c702bdf916/a11,"1. Circa 100 Stück rothe Plättlein, wo möglich große; sich zu melden in No. 16 an der Storchengasse."
0ba1c350-3d0e-5e6e-ac52-c3c702bdf916/a12,1. In einer gutbeschlüssigen Remise zu St. Elisabethen: Platz um etliche Gefährter einzustellen; in No. 1392 zu erfragen.
